millis,x_1,y_1,z_1,x_2,y_2,z_2
5074,8.10,-2.79,5.38,3.17,-9.40,3.05
5099,8.67,-2.60,5.30,4.08,-8.45,2.76
5125,8.30,-2.59,5.24,3.67,-8.87,2.92
5149,8.22,-2.76,5.51,3.75,-8.72,2.92
5199,8.28,-2.71,5.56,3.74,-9.00,2.77
5224,8.15,-2.76,5.49,3.77,-8.89,2.75
5274,8.43,-2.66,5.44,3.76,-8.85,2.71
5300,8.09,-2.79,5.15,4.01,-8.76,2.84
5349,8.30,-2.71,5.29,3.77,-8.94,2.78
5374,8.37,-2.83,5.70,3.79,-8.75,3.79
5399,8.28,-2.77,5.28,3.55,-9.05,2.83
5449,8.26,-2.77,5.19,3.40,-9.11,2.60
5474,8.31,-2.78,5.48,3.79,-8.89,3.07
5524,8.23,-2.79,5.56,3.92,-8.65,2.93
5550,8.20,-2.87,5.33,3.65,-8.93,2.80
5600,8.10,-2.83,5.59,3.71,-8.96,2.73
5624,8.13,-2.94,5.68,3.86,-8.88,2.57
5675,8.18,-2.80,5.57,3.66,-8.83,2.60
5699,8.03,-2.82,5.27,3.65,-8.90,2.63
5748,8.17,-2.98,5.52,3.81,-8.88,2.86
5774,7.96,-3.05,5.69,3.63,-8.77,2.59
5799,7.69,-3.06,5.83,3.86,-8.93,2.88
5850,7.78,-3.32,6.15,3.75,-8.81,2.84
5874,7.74,-3.43,5.94,3.83,-8.83,2.75
5924,7.69,-3.29,5.59,3.61,-8.91,2.61
5949,7.74,-3.30,6.19,3.68,-8.90,2.55
5999,7.77,-3.29,6.13,3.68,-8.90,3.01
6024,7.60,-3.34,5.99,3.67,-8.82,2.59
6075,7.72,-3.30,6.01,3.68,-8.79,2.71
6099,7.68,-3.30,5.88,3.55,-8.81,2.85
6149,7.67,-3.21,5.83,3.57,-8.89,2.97
6174,7.61,-3.23,5.72,3.59,-8.88,2.52
6223,7.63,-3.24,5.85,3.86,-8.86,2.75
6249,7.69,-3.33,6.00,3.62,-8.84,2.39
6274,7.72,-3.30,5.76,3.75,-8.88,2.96
6325,7.70,-3.41,6.14,3.77,-8.82,2.57
6349,7.58,-3.31,5.88,3.69,-8.80,2.70
6400,7.72,-3.36,5.85,3.78,-8.88,2.65
6424,7.70,-3.37,5.87,3.68,-8.88,2.71
6474,7.58,-3.36,5.78,3.72,-8.82,2.64
6499,7.57,-3.34,5.71,3.73,-8.72,2.67
6548,7.54,-3.30,6.01,3.82,-8.89,2.70
6575,7.57,-3.45,6.02,3.70,-8.78,2.89
6624,7.62,-3.33,6.00,3.75,-8.91,2.67
6649,7.60,-3.39,5.88,3.56,-8.90,2.81
6674,7.54,-3.40,6.04,3.71,-8.88,3.16
6724,7.63,-3.30,5.96,3.80,-8.79,2.93
6749,7.66,-3.31,5.98,3.63,-8.86,2.59
6800,7.56,-3.45,5.83,3.83,-8.94,2.83
6824,7.70,-3.41,5.81,3.81,-8.86,2.85
6874,7.60,-3.32,5.83,3.72,-8.88,2.66
6899,7.65,-3.36,5.78,3.74,-8.80,3.26
6948,7.67,-3.32,6.07,3.83,-9.02,2.67
6974,7.61,-3.41,6.10,3.71,-8.85,3.02
7023,7.59,-3.36,6.12,3.95,-8.84,2.88
7050,7.58,-3.38,6.09,3.93,-8.97,2.85
7074,7.61,-3.40,5.89,3.75,-8.90,2.79
7124,7.64,-3.33,5.80,3.48,-8.80,3.04
7149,7.58,-3.32,5.83,3.74,-8.85,3.01
7199,7.57,-3.40,5.87,3.84,-8.86,3.05
7224,7.64,-3.31,5.95,3.84,-8.92,2.93
7273,7.54,-3.36,5.97,3.74,-8.85,2.59
7300,7.59,-3.31,5.92,3.76,-8.88,2.79
7349,7.57,-3.30,6.04,3.90,-8.87,2.53
7374,7.64,-3.36,5.96,3.87,-8.78,2.64
7424,7.65,-3.39,5.86,3.67,-8.89,2.59
7449,7.76,-3.36,6.13,3.52,-8.80,2.97
7474,7.55,-3.40,5.86,3.85,-8.84,2.51
7524,7.50,-3.43,5.98,3.66,-8.79,2.74
7549,7.68,-3.47,5.94,3.82,-8.90,2.79
7600,7.63,-3.42,6.00,3.76,-8.89,2.69
7624,7.53,-3.42,6.02,3.78,-8.91,2.79
7673,7.64,-3.41,5.91,3.72,-8.88,2.77
7699,7.59,-3.32,6.19,3.66,-8.91,2.67
7748,7.68,-3.33,5.81,3.74,-8.87,3.06
7798,7.54,-3.41,5.94,3.94,-8.94,2.74
7824,7.75,-3.39,6.08,3.83,-8.94,3.05
7849,7.61,-3.30,5.77,3.88,-8.88,2.79
7874,7.56,-3.35,5.95,3.80,-8.87,2.66
7924,7.52,-3.46,6.05,3.78,-8.89,2.68
7949,7.66,-3.35,6.15,3.59,-8.91,2.57
7999,7.60,-3.41,5.94,3.57,-8.81,2.83
8025,7.56,-3.34,5.84,3.66,-8.88,2.73
8074,7.69,-3.35,5.78,3.80,-8.90,3.07
8099,7.61,-3.43,6.03,3.64,-8.87,2.77
8148,7.59,-3.37,5.99,3.93,-8.79,2.47
8174,7.54,-3.37,6.19,3.67,-8.80,2.67
8223,7.66,-3.29,5.83,3.69,-8.80,2.55
8249,7.56,-3.30,5.89,3.84,-8.82,2.22
8274,7.71,-3.39,5.75,3.77,-8.81,2.60
8325,7.64,-3.40,5.99,3.87,-8.84,2.65
8349,7.64,-3.34,6.01,3.69,-8.84,2.81
8399,7.66,-3.37,5.96,3.73,-8.86,2.72
8424,7.71,-3.39,5.98,3.82,-8.89,2.61
8473,7.65,-3.41,6.10,3.70,-8.91,2.65
8499,7.54,-3.38,5.94,3.62,-8.79,2.56
8549,7.61,-3.41,5.77,3.73,-8.81,2.79
8574,7.52,-3.28,5.69,3.91,-8.88,2.63
8624,7.67,-3.33,5.83,3.71,-8.91,2.56
8649,7.57,-3.38,5.74,3.81,-8.84,2.63
8698,7.69,-3.36,6.17,3.62,-8.76,2.93
8724,7.60,-3.36,5.83,3.69,-8.85,2.64
8749,7.67,-3.33,6.14,3.74,-8.88,2.63
8800,7.60,-3.39,6.19,3.53,-8.86,2.90
8824,7.52,-3.37,6.02,3.75,-8.88,2.62
8873,7.57,-3.36,6.02,3.79,-8.80,2.65
8899,7.63,-3.30,5.90,3.82,-8.87,2.93
8948,7.54,-3.35,5.85,3.73,-8.82,2.86
8974,7.61,-3.30,5.63,3.84,-8.87,2.76
9023,7.70,-3.41,5.92,3.86,-8.81,2.54
9050,7.70,-3.39,5.90,3.67,-8.89,2.97
9099,7.56,-3.32,5.92,3.72,-8.89,2.63
9124,7.54,-3.35,5.76,3.70,-8.88,3.03
9149,7.67,-3.34,5.91,3.63,-8.77,3.10
9198,7.61,-3.36,6.04,3.70,-8.79,2.63
9224,7.64,-3.34,5.87,3.75,-8.83,3.09
9274,7.61,-3.46,5.72,3.97,-8.86,2.56
9299,7.54,-3.31,5.60,3.72,-8.88,2.96
9349,7.59,-3.31,5.88,3.67,-8.76,2.68
9374,7.54,-3.42,6.09,3.79,-8.89,2.63
9423,7.57,-3.43,5.81,3.76,-8.83,2.63
9449,7.71,-3.39,5.95,3.61,-8.90,2.92
9498,7.48,-3.37,6.09,3.80,-8.86,2.95
9525,7.67,-3.41,5.94,3.76,-8.86,2.79
9549,7.56,-3.38,5.90,3.77,-8.86,2.77
9598,7.62,-3.43,6.04,3.71,-8.88,2.82
9624,7.60,-3.38,5.93,3.59,-8.87,2.75
9673,7.52,-3.32,6.14,3.67,-8.84,2.96
9699,7.66,-3.42,6.14,3.77,-8.94,2.80
9748,7.65,-3.41,5.89,3.66,-8.82,2.50
9775,7.62,-3.39,5.95,3.82,-8.88,2.92
9824,7.52,-3.42,5.98,3.70,-8.87,2.93
9849,7.56,-3.39,6.13,3.78,-8.83,2.93
9899,7.51,-3.45,6.14,3.77,-8.80,2.60
9924,7.70,-3.35,5.97,3.76,-8.86,2.48
9949,7.58,-3.50,6.11,3.79,-8.94,2.63
9998,7.55,-3.36,5.83,3.66,-8.88,2.92
10024,7.62,-3.37,5.84,3.70,-8.81,2.87
10074,7.58,-3.45,5.92,3.67,-8.84,2.74
10099,7.62,-3.41,5.97,3.82,-8.87,2.83
10148,7.53,-3.42,5.97,3.74,-8.82,2.75
10174,7.54,-3.41,6.06,3.73,-8.88,2.79
10223,7.64,-3.40,5.79,3.78,-8.90,2.80
10249,7.48,-3.39,5.76,3.58,-8.79,2.79
10299,7.41,-3.42,5.92,3.73,-8.75,2.67
10324,7.49,-3.39,5.82,3.79,-8.85,2.58
10349,7.57,-3.39,5.96,3.67,-8.88,3.05
10398,7.51,-3.45,5.81,3.80,-8.89,2.71
10424,7.55,-3.41,5.64,3.72,-8.90,2.53
10473,7.58,-3.37,6.08,3.67,-8.83,2.52
10500,7.64,-3.42,5.85,3.80,-8.81,2.77
10549,7.63,-3.31,6.17,3.71,-8.86,2.98
10574,7.54,-3.43,6.00,3.66,-8.84,2.76
10624,7.57,-3.36,6.11,3.80,-8.93,2.83
10649,7.68,-3.34,5.83,3.66,-8.93,2.92
10698,7.69,-3.39,6.00,3.67,-8.88,2.72
10724,7.62,-3.40,5.94,3.60,-8.88,2.75
10749,7.49,-3.33,5.84,3.67,-8.92,2.60
10799,7.69,-3.39,5.99,3.62,-8.85,2.46
10824,7.49,-3.43,5.94,3.79,-8.87,2.68
10873,7.77,-3.42,5.86,3.76,-8.84,2.75
10899,7.73,-3.39,5.92,3.85,-8.93,2.77
10948,7.54,-3.36,5.81,3.73,-8.89,2.71
10974,7.52,-3.36,5.85,3.80,-8.84,2.76
11024,7.51,-3.31,5.91,3.81,-8.93,2.73
11049,7.51,-3.40,5.97,3.70,-8.94,2.44
11099,7.61,-3.40,5.74,3.72,-8.97,2.43
11124,7.64,-3.33,5.89,3.80,-8.82,2.97
11174,7.60,-3.36,5.69,3.72,-8.85,2.79
11198,7.62,-3.46,6.19,3.79,-8.85,2.53
11224,7.57,-3.41,6.00,3.71,-8.98,2.65
11274,7.68,-3.39,6.03,3.63,-8.87,2.84
11299,7.59,-3.35,5.94,3.72,-8.90,2.78
11348,7.52,-3.32,5.68,3.95,-8.90,2.71
11374,7.63,-3.43,5.85,3.68,-8.86,2.90
11423,7.69,-3.41,6.06,3.90,-8.84,2.67
11449,7.62,-3.39,5.80,3.81,-8.92,2.52
11499,7.67,-3.35,5.89,3.81,-8.85,2.55
11524,7.66,-3.31,6.05,3.70,-8.87,3.00
11575,7.70,-3.41,6.13,3.78,-8.82,2.55
11598,7.65,-3.41,6.00,3.65,-8.88,2.54
11624,7.60,-3.42,5.98,3.81,-8.85,2.77
11673,7.59,-3.35,5.89,3.65,-8.85,2.87
11699,7.55,-3.47,5.80,3.89,-8.88,2.50
11749,7.52,-3.35,5.88,3.81,-8.87,2.72
11774,7.56,-3.42,5.85,3.85,-8.92,2.59
11824,7.54,-3.37,6.12,3.64,-8.86,2.55
11849,7.53,-3.31,6.08,3.70,-8.84,2.82
11899,7.57,-3.43,5.92,3.93,-8.92,2.67
11924,7.50,-3.44,5.80,3.84,-8.90,2.76
11974,7.59,-3.42,5.90,3.72,-8.86,2.73
11999,7.61,-3.45,5.97,3.78,-8.92,3.06
12024,7.59,-3.42,6.01,3.81,-8.90,2.89
12073,7.71,-3.48,5.83,3.76,-8.88,2.95
12099,7.62,-3.42,6.13,3.85,-8.94,2.82
12148,7.67,-3.36,6.03,3.84,-8.93,2.75
12174,7.64,-3.39,6.02,3.79,-8.78,2.84
12224,7.62,-3.46,5.89,3.93,-8.88,2.61
12250,7.64,-3.40,5.72,3.65,-8.84,2.69
12300,7.60,-3.34,5.83,3.81,-8.95,2.53
12323,7.53,-3.42,6.12,3.75,-8.91,2.61
12375,7.68,-3.41,5.97,3.78,-8.80,2.73
12398,7.73,-3.35,6.05,3.70,-8.90,2.91
12424,7.57,-3.40,5.98,3.68,-8.80,2.75
12474,7.59,-3.43,6.24,3.88,-8.88,2.81
12499,7.66,-3.30,5.91,3.65,-8.86,2.79
12550,7.62,-3.44,5.97,3.80,-8.78,2.63
12574,7.58,-3.38,6.13,3.75,-8.84,2.74
12624,7.61,-3.38,6.09,3.71,-8.81,2.92
12649,7.55,-3.41,5.84,3.67,-8.87,2.46
12699,7.68,-3.47,5.97,3.77,-8.81,2.75
12723,7.68,-3.44,6.00,3.78,-8.91,2.78
12775,7.68,-3.31,5.88,3.68,-8.86,3.08
12798,7.57,-3.39,5.93,3.80,-8.87,2.86
12824,7.61,-3.44,5.84,3.79,-8.91,2.78
12874,7.71,-3.41,5.76,3.80,-8.87,2.57
12899,7.55,-3.37,6.11,3.77,-8.95,2.65
12949,7.69,-3.45,5.96,3.71,-8.76,2.54
12975,7.58,-3.37,5.89,3.72,-8.90,2.77
13025,7.60,-3.38,5.96,3.80,-8.89,2.95
13049,7.61,-3.41,5.93,3.62,-8.95,2.95
13100,7.64,-3.42,6.02,3.74,-8.84,2.60
13123,7.56,-3.39,6.16,3.76,-8.83,2.69
13174,7.59,-3.40,5.79,3.76,-8.93,3.03
13199,7.56,-3.40,6.07,3.77,-8.82,2.59
13224,7.63,-3.41,5.87,3.77,-8.87,2.84
13275,7.63,-3.44,5.85,3.77,-8.85,2.56
13299,7.71,-3.40,6.03,3.84,-8.89,2.76
13349,7.56,-3.35,6.07,3.70,-8.88,2.55
13374,7.55,-3.43,6.10,3.68,-8.82,2.81
13424,7.57,-3.31,5.93,3.84,-8.92,2.60
13449,7.61,-3.36,6.00,3.83,-8.88,2.46
13500,7.63,-3.39,5.95,3.75,-8.78,2.81
13523,7.60,-3.37,5.81,3.67,-8.87,2.73
13575,7.60,-3.33,5.83,3.90,-8.85,2.79
13599,7.59,-3.31,5.84,3.71,-8.89,2.71
13649,7.56,-3.35,5.95,3.75,-8.86,2.73
13674,7.60,-3.45,6.15,3.78,-8.97,2.94
13699,7.61,-3.45,6.19,3.64,-8.86,2.76
13750,7.57,-3.39,6.07,3.74,-8.82,2.71
13774,7.58,-3.32,6.02,3.86,-8.95,2.84
13825,7.66,-3.32,5.97,3.75,-8.88,2.69
13848,7.59,-3.37,5.85,3.64,-8.82,2.96
13899,7.62,-3.39,5.75,3.84,-8.86,2.43
13924,7.50,-3.45,5.74,3.66,-8.79,2.77
13974,7.60,-3.38,5.79,3.79,-8.78,2.95
14000,7.53,-3.39,5.93,3.81,-8.87,3.01
14050,7.56,-3.39,6.09,3.74,-8.80,2.31
14074,7.47,-3.38,5.83,3.79,-8.88,2.69
14099,7.61,-3.40,6.05,3.81,-8.88,2.45
14149,7.53,-3.46,6.11,3.76,-8.81,3.00
14174,7.60,-3.32,6.06,3.93,-8.93,2.52
14224,7.58,-3.46,6.35,3.71,-8.81,3.22
14248,7.64,-3.42,6.18,3.73,-8.81,2.72
14300,7.77,-3.36,5.78,3.82,-8.80,2.55
14324,7.64,-3.37,6.10,3.83,-8.96,2.97
14374,7.55,-3.44,5.80,3.71,-8.92,2.99
14399,7.51,-3.39,6.01,3.63,-8.88,2.56
14449,7.57,-3.47,5.91,3.88,-8.85,2.47
14474,7.60,-3.44,5.93,3.84,-8.84,2.95
14499,7.65,-3.43,5.74,3.96,-8.86,2.62
14550,7.61,-3.46,6.23,3.74,-8.81,2.70
14574,7.68,-3.31,6.01,3.68,-8.83,2.98
14624,7.57,-3.33,5.90,3.74,-8.85,2.91
14649,7.56,-3.37,6.11,3.57,-8.88,2.94
14699,7.57,-3.36,6.32,3.64,-8.81,2.57
14724,7.59,-3.28,6.03,3.67,-8.96,2.86
14775,7.56,-3.36,6.05,3.68,-8.84,2.72
14799,7.50,-3.35,5.62,3.75,-8.91,2.74
14850,7.54,-3.36,5.75,3.80,-8.84,2.64
14874,7.53,-3.44,6.03,3.87,-8.91,2.82
14899,7.71,-3.36,5.94,3.79,-8.90,2.52
14949,7.59,-3.40,6.02,3.74,-8.82,2.74
14974,7.51,-3.39,5.90,3.75,-8.94,2.85
15025,7.71,-3.42,5.82,3.68,-8.88,2.41
15049,7.54,-3.35,6.00,3.83,-8.96,2.78
15099,7.57,-3.33,5.67,3.85,-8.89,3.06
15124,7.61,-3.40,6.09,3.80,-8.86,2.87
15174,7.66,-3.38,5.80,3.69,-8.82,2.67
15199,7.71,-3.47,5.92,3.71,-8.86,2.88
15250,7.62,-3.49,5.70,3.73,-8.84,2.80
15273,7.61,-3.30,6.05,3.92,-8.87,2.60
15299,7.56,-3.37,5.95,3.82,-8.88,2.80
15349,7.58,-3.39,5.87,3.73,-8.88,2.84
15374,7.64,-3.31,6.04,3.63,-8.79,2.49
15424,7.50,-3.37,6.25,3.80,-8.86,2.48
15449,7.63,-3.37,5.89,3.73,-8.87,2.83
15500,7.63,-3.41,5.97,3.63,-8.80,2.69
15524,7.69,-3.37,5.73,3.66,-8.88,2.87
15575,7.70,-3.37,6.07,3.60,-8.90,2.57
15599,7.60,-3.38,6.10,3.78,-8.88,3.05
15649,7.67,-3.42,5.89,3.74,-8.83,2.89
15674,7.61,-3.47,6.04,3.75,-8.91,2.56
15699,7.65,-3.37,6.02,3.74,-8.92,3.03
15750,7.57,-3.42,5.94,3.74,-8.88,2.66
15774,7.59,-3.48,5.93,3.80,-8.90,3.00
15824,7.59,-3.45,5.83,3.72,-8.83,2.74
15849,7.46,-3.34,5.78,3.66,-8.79,2.81
15899,7.59,-3.42,5.82,3.61,-8.79,2.67
15924,7.62,-3.30,5.69,3.67,-8.82,2.58
15975,7.58,-3.31,5.73,3.80,-8.79,2.55
16000,7.55,-3.49,6.06,3.61,-8.84,2.70
16050,7.59,-3.44,5.91,3.77,-8.82,2.85
16074,7.49,-3.41,6.16,3.57,-8.84,2.74
16124,7.63,-3.31,5.83,3.79,-8.84,2.41
16149,7.66,-3.35,5.76,3.62,-8.79,2.46
16174,7.57,-3.41,5.83,3.75,-8.88,2.79
16225,7.47,-3.37,6.06,3.83,-8.94,2.53
16249,7.42,-3.40,5.83,3.70,-8.91,2.82
16300,7.52,-3.29,6.12,3.84,-8.84,2.70
16324,7.69,-3.45,6.13,3.68,-8.86,2.58
16374,7.75,-3.42,5.99,3.72,-8.83,2.73
16399,7.50,-3.31,5.96,3.74,-8.93,2.70
16449,7.69,-3.39,6.20,3.67,-8.78,2.79
16475,7.58,-3.42,5.92,3.74,-8.91,3.07
16525,7.52,-3.36,5.71,3.69,-8.87,2.90
16549,7.57,-3.30,6.06,3.74,-8.94,2.93
16574,7.57,-3.46,6.03,3.64,-8.87,2.79
16624,7.61,-3.46,5.97,3.77,-8.82,2.89
16649,7.61,-3.38,5.94,3.89,-8.90,2.66
16699,7.71,-3.43,6.04,3.76,-8.91,2.34
16724,7.51,-3.33,5.98,3.89,-8.86,2.73
16775,7.47,-3.38,5.95,3.81,-8.86,2.45
16799,7.49,-3.38,6.00,3.70,-8.90,2.80
16849,7.54,-3.36,5.83,3.66,-8.88,2.93
16874,7.58,-3.40,5.99,3.69,-8.82,3.04
16924,7.66,-3.42,5.97,3.63,-8.93,2.51
16950,7.54,-3.45,6.03,3.82,-8.89,2.77
16974,7.65,-3.41,5.96,3.73,-8.85,2.40
17025,7.49,-3.37,5.84,3.70,-8.82,2.82
17049,7.60,-3.35,5.90,3.77,-8.84,2.76
17099,7.50,-3.29,5.61,3.99,-8.83,2.52
17124,7.58,-3.40,6.17,3.75,-8.88,2.92
17174,7.57,-3.34,5.82,3.71,-8.88,2.64
17200,7.64,-3.33,5.81,3.83,-8.89,2.97
17250,7.43,-3.41,6.02,3.69,-8.87,2.71
17274,7.57,-3.45,5.82,3.82,-8.85,2.66
17325,7.61,-3.39,6.05,3.65,-8.79,2.83
17349,7.64,-3.32,6.05,3.71,-8.91,2.81
17398,7.69,-3.39,6.10,3.82,-8.83,2.79
17424,7.60,-3.42,5.93,3.72,-8.79,2.77
17449,7.58,-3.47,6.17,3.72,-8.79,2.68
17500,7.73,-3.42,5.95,3.60,-8.85,2.90
17524,7.54,-3.46,5.79,3.77,-8.80,2.54
17574,7.62,-3.45,6.06,3.75,-8.80,2.68
17599,7.50,-3.45,5.73,3.85,-8.93,2.42
17649,7.54,-3.38,5.82,3.91,-8.88,2.89
17674,7.54,-3.35,6.14,3.80,-8.88,2.79
17725,7.59,-3.34,5.62,3.81,-8.94,2.72
17750,7.55,-3.35,6.08,3.92,-8.86,2.67
17799,7.57,-3.42,5.83,3.75,-8.85,3.22
17824,7.49,-3.43,5.91,3.61,-8.85,2.69
17849,7.57,-3.44,6.16,3.61,-8.80,2.50
17899,7.66,-3.40,5.83,3.86,-8.79,2.97
17924,7.60,-3.38,6.04,3.71,-8.82,2.77
17975,7.59,-3.45,5.75,3.83,-8.95,2.72
17999,7.50,-3.43,6.03,3.79,-8.82,2.55
18050,7.66,-3.34,6.04,3.80,-8.92,2.95
18074,7.62,-3.33,6.06,3.92,-8.88,2.67
18124,7.67,-3.39,6.08,3.80,-8.88,2.54
18149,7.60,-3.41,6.26,3.75,-8.85,2.86
18198,7.59,-3.46,5.97,3.78,-8.95,2.83
18225,7.66,-3.39,5.94,3.60,-8.85,2.55
18249,7.56,-3.38,5.93,3.67,-8.92,2.62
18299,7.57,-3.38,5.88,3.78,-8.87,2.79
18324,7.64,-3.47,6.03,3.82,-8.84,2.62
18374,7.61,-3.45,5.96,3.68,-8.86,2.96
18399,7.56,-3.36,6.08,3.87,-8.83,2.90
18450,7.68,-3.42,5.99,3.83,-8.84,2.80
18475,7.62,-3.29,6.01,3.73,-8.79,2.80
18524,7.61,-3.34,5.97,3.67,-8.88,2.76
18549,7.45,-3.38,6.07,3.74,-8.83,2.79
18598,7.39,-3.40,5.70,3.75,-8.88,2.66
18624,7.61,-3.41,5.88,3.63,-8.86,2.72
18649,7.59,-3.45,6.12,3.77,-8.80,2.76
